Log:
DateTime: 21.03 12.10.2025.

Model: ResNet101
Loss function: CrossEntropyLoss
Optimizer: SGD

HyperParameters:
- Number of epochs: 3
- Batch size: 128
- Learning rate: 0.001


ConsoleLog:
Streaming output truncated to the last 5000 lines.
Training:  29% 369/1293 [01:16<03:07,  4.92batch/s, Train loss=1.1448, Train accuracy=0.4387]
Training:  39% 498/1293 [01:42<02:41,  4.92batch/s, Train loss=1.1449, Train accuracy=0.4391]
Training:  39% 498/1293 [01:43<02:41,  4.92batch/s, Train loss=1.1451, Train accuracy=0.4390]
Training:  39% 499/1293 [01:43<02:41,  4.93batch/s, Train loss=1.1451, Train accuracy=0.4390]
Training:  39% 499/1293 [01:43<02:41,  4.93batch/s, Train loss=1.1448, Train accuracy=0.4390]
Training:  39% 500/1293 [01:43<02:41,  4.92batch/s, Train loss=1.1448, Train accuracy=0.4390]
Training:  39% 500/1293 [01:43<02:41,  4.92batch/s, Train loss=1.1447, Train accuracy=0.4392]
Training:  39% 501/1293 [01:43<02:41,  4.91batch/s, Train loss=1.1447, Train accuracy=0.4392]
Training:  39% 501/1293 [01:43<02:41,  4.91batch/s, Train loss=1.1446, Train accuracy=0.4393]
Training:  39% 502/1293 [01:43<02:40,  4.93batch/s, Train loss=1.1446, Train accuracy=0.4393]
Training:  39% 502/1293 [01:43<02:40,  4.93batch/s, Train loss=1.1446, Train accuracy=0.4393]
Training:  39% 503/1293 [01:43<02:40,  4.93batch/s, Train loss=1.1446, Train accuracy=0.4393]
Training:  39% 503/1293 [01:44<02:40,  4.93batch/s, Train loss=1.1443, Train accuracy=0.4395]
Training:  39% 504/1293 [01:44<02:39,  4.94batch/s, Train loss=1.1443, Train accuracy=0.4395]
Training:  39% 504/1293 [01:44<02:39,  4.94batch/s, Train loss=1.1445, Train accuracy=0.4396]
Training:  39% 505/1293 [01:44<02:39,  4.93batch/s, Train loss=1.1445, Train accuracy=0.4396]
Training:  39% 505/1293 [01:44<02:39,  4.93batch/s, Train loss=1.1443, Train accuracy=0.4396]
Training:  39% 506/1293 [01:44<02:39,  4.95batch/s, Train loss=1.1443, Train accuracy=0.4396]
Training:  39% 506/1293 [01:44<02:39,  4.95batch/s, Train loss=1.1442, Train accuracy=0.4398]
Training:  39% 507/1293 [01:44<02:38,  4.95batch/s, Train loss=1.1442, Train accuracy=0.4398]
Training:  39% 507/1293 [01:44<02:38,  4.95batch/s, Train loss=1.1444, Train accuracy=0.4397]
Training:  39% 508/1293 [01:44<02:38,  4.95batch/s, Train loss=1.1444, Train accuracy=0.4397]
Training:  39% 508/1293 [01:45<02:38,  4.95batch/s, Train loss=1.1443, Train accuracy=0.4398]
Training:  39% 509/1293 [01:45<02:39,  4.93batch/s, Train loss=1.1443, Train accuracy=0.4398]
Training:  39% 509/1293 [01:45<02:39,  4.93batch/s, Train loss=1.1441, Train accuracy=0.4398]
Training:  39% 510/1293 [01:45<02:38,  4.95batch/s, Train loss=1.1441, Train accuracy=0.4398]
Training:  39% 510/1293 [01:45<02:38,  4.95batch/s, Train loss=1.1442, Train accuracy=0.4398]
Training:  40% 511/1293 [01:45<02:39,  4.91batch/s, Train loss=1.1442, Train accuracy=0.4398]
Training:  40% 511/1293 [01:45<02:39,  4.91batch/s, Train loss=1.1442, Train accuracy=0.4398]
Training:  40% 512/1293 [01:45<02:38,  4.93batch/s, Train loss=1.1442, Train accuracy=0.4398]
Training:  40% 512/1293 [01:45<02:38,  4.93batch/s, Train loss=1.1440, Train accuracy=0.4398]
Training:  40% 513/1293 [01:45<02:38,  4.93batch/s, Train loss=1.1440, Train accuracy=0.4398]
Training:  40% 513/1293 [01:46<02:38,  4.93batch/s, Train loss=1.1438, Train accuracy=0.4399]
Training:  40% 514/1293 [01:46<02:37,  4.93batch/s, Train loss=1.1438, Train accuracy=0.4399]
Training:  40% 514/1293 [01:46<02:37,  4.93batch/s, Train loss=1.1436, Train accuracy=0.4400]
Training:  40% 515/1293 [01:46<02:37,  4.93batch/s, Train loss=1.1436, Train accuracy=0.4400]
Training:  40% 515/1293 [01:46<02:37,  4.93batch/s, Train loss=1.1436, Train accuracy=0.4400]
Training:  40% 516/1293 [01:46<02:39,  4.86batch/s, Train loss=1.1436, Train accuracy=0.4400]
Training:  40% 516/1293 [01:46<02:39,  4.86batch/s, Train loss=1.1435, Train accuracy=0.4401]
Training:  40% 517/1293 [01:46<02:38,  4.90batch/s, Train loss=1.1435, Train accuracy=0.4401]
Training:  40% 517/1293 [01:46<02:38,  4.90batch/s, Train loss=1.1435, Train accuracy=0.4400]
Training:  40% 518/1293 [01:46<02:37,  4.93batch/s, Train loss=1.1435, Train accuracy=0.4400]
Training:  40% 518/1293 [01:47<02:37,  4.93batch/s, Train loss=1.1434, Train accuracy=0.4400]
Training:  40% 519/1293 [01:47<02:36,  4.94batch/s, Train loss=1.1434, Train accuracy=0.4400]
Training:  40% 519/1293 [01:47<02:36,  4.94batch/s, Train loss=1.1435, Train accuracy=0.4400]
Training:  40% 520/1293 [01:47<02:35,  4.96batch/s, Train loss=1.1435, Train accuracy=0.4400]
Training:  40% 520/1293 [01:47<02:35,  4.96batch/s, Train loss=1.1433, Train accuracy=0.4400]
Training:  40% 521/1293 [01:47<02:37,  4.89batch/s, Train loss=1.1433, Train accuracy=0.4400]
Training:  40% 521/1293 [01:47<02:37,  4.89batch/s, Train loss=1.1433, Train accuracy=0.4401]
Training:  40% 522/1293 [01:47<02:36,  4.91batch/s, Train loss=1.1433, Train accuracy=0.4401]
Training:  40% 522/1293 [01:47<02:36,  4.91batch/s, Train loss=1.1432, Train accuracy=0.4401]
Training:  40% 523/1293 [01:47<02:35,  4.94batch/s, Train loss=1.1432, Train accuracy=0.4401]
Training:  40% 523/1293 [01:48<02:35,  4.94batch/s, Train loss=1.1427, Train accuracy=0.4402]
Training:  41% 524/1293 [01:48<02:34,  4.97batch/s, Train loss=1.1427, Train accuracy=0.4402]
Training:  41% 524/1293 [01:48<02:34,  4.97batch/s, Train loss=1.1426, Train accuracy=0.4403]
Training:  41% 525/1293 [01:48<02:35,  4.95batch/s, Train loss=1.1426, Train accuracy=0.4403]
Training:  41% 525/1293 [01:48<02:35,  4.95batch/s, Train loss=1.1427, Train accuracy=0.4403]
Training:  41% 526/1293 [01:48<02:34,  4.95batch/s, Train loss=1.1427, Train accuracy=0.4403]
Training:  41% 526/1293 [01:48<02:34,  4.95batch/s, Train loss=1.1430, Train accuracy=0.4402]
Training:  41% 527/1293 [01:48<02:34,  4.95batch/s, Train loss=1.1430, Train accuracy=0.4402]
Training:  41% 527/1293 [01:48<02:34,  4.95batch/s, Train loss=1.1430, Train accuracy=0.4402]
Training:  41% 528/1293 [01:48<02:33,  4.97batch/s, Train loss=1.1430, Train accuracy=0.4402]
Training:  41% 528/1293 [01:49<02:33,  4.97batch/s, Train loss=1.1430, Train accuracy=0.4402]
Training:  41% 529/1293 [01:49<02:34,  4.93batch/s, Train loss=1.1430, Train accuracy=0.4402]
Training:  41% 529/1293 [01:49<02:34,  4.93batch/s, Train loss=1.1430, Train accuracy=0.4401]
Training:  41% 530/1293 [01:49<02:39,  4.79batch/s, Train loss=1.1430, Train accuracy=0.4401]
Training:  41% 530/1293 [01:49<02:39,  4.79batch/s, Train loss=1.1429, Train accuracy=0.4402]
Training:  41% 531/1293 [01:49<02:39,  4.78batch/s, Train loss=1.1429, Train accuracy=0.4402]
Training:  41% 531/1293 [01:49<02:39,  4.78batch/s, Train loss=1.1429, Train accuracy=0.4402]
Training:  41% 532/1293 [01:49<02:38,  4.79batch/s, Train loss=1.1429, Train accuracy=0.4402]
Training:  41% 532/1293 [01:50<02:38,  4.79batch/s, Train loss=1.1429, Train accuracy=0.4403]
Training:  41% 533/1293 [01:50<02:38,  4.79batch/s, Train loss=1.1429, Train accuracy=0.4403]
Training:  41% 533/1293 [01:50<02:38,  4.79batch/s, Train loss=1.1425, Train accuracy=0.4404]
Training:  41% 534/1293 [01:50<02:38,  4.80batch/s, Train loss=1.1425, Train accuracy=0.4404]
Training:  41% 534/1293 [01:50<02:38,  4.80batch/s, Train loss=1.1425, Train accuracy=0.4405]
Training:  41% 535/1293 [01:50<02:40,  4.73batch/s, Train loss=1.1425, Train accuracy=0.4405]
Training:  41% 535/1293 [01:50<02:40,  4.73batch/s, Train loss=1.1426, Train accuracy=0.4404]
Training:  41% 536/1293 [01:50<02:42,  4.66batch/s, Train loss=1.1426, Train accuracy=0.4404]
Training:  41% 536/1293 [01:50<02:42,  4.66batch/s, Train loss=1.1423, Train accuracy=0.4405]
Training:  42% 537/1293 [01:50<02:42,  4.64batch/s, Train loss=1.1423, Train accuracy=0.4405]
Training:  42% 537/1293 [01:51<02:42,  4.64batch/s, Train loss=1.1423, Train accuracy=0.4405]
Training:  42% 538/1293 [01:51<02:40,  4.69batch/s, Train loss=1.1423, Train accuracy=0.4405]
Training:  42% 538/1293 [01:51<02:40,  4.69batch/s, Train loss=1.1423, Train accuracy=0.4405]
Training:  42% 539/1293 [01:51<02:39,  4.72batch/s, Train loss=1.1423, Train accuracy=0.4405]
Training:  42% 539/1293 [01:51<02:39,  4.72batch/s, Train loss=1.1420, Train accuracy=0.4404]
Training:  42% 540/1293 [01:51<02:38,  4.75batch/s, Train loss=1.1420, Train accuracy=0.4404]
Training:  42% 540/1293 [01:51<02:38,  4.75batch/s, Train loss=1.1422, Train accuracy=0.4403]
Training:  42% 541/1293 [01:51<02:37,  4.78batch/s, Train loss=1.1422, Train accuracy=0.4403]
Training:  42% 541/1293 [01:51<02:37,  4.78batch/s, Train loss=1.1422, Train accuracy=0.4405]
Training:  42% 542/1293 [01:51<02:37,  4.78batch/s, Train loss=1.1422, Train accuracy=0.4405]
Training:  42% 542/1293 [01:52<02:37,  4.78batch/s, Train loss=1.1422, Train accuracy=0.4405]
Training:  42% 543/1293 [01:52<02:37,  4.78batch/s, Train loss=1.1422, Train accuracy=0.4405]
Training:  42% 543/1293 [01:52<02:37,  4.78batch/s, Train loss=1.1420, Train accuracy=0.4405]
Training:  42% 544/1293 [01:52<02:38,  4.72batch/s, Train loss=1.1420, Train accuracy=0.4405]
Training:  42% 544/1293 [01:52<02:38,  4.72batch/s, Train loss=1.1421, Train accuracy=0.4405]
Training:  42% 545/1293 [01:52<02:40,  4.65batch/s, Train loss=1.1421, Train accuracy=0.4405]
Training:  42% 545/1293 [01:52<02:40,  4.65batch/s, Train loss=1.1424, Train accuracy=0.4405]
Training:  42% 546/1293 [01:52<02:37,  4.75batch/s, Train loss=1.1424, Train accuracy=0.4405]
Training:  42% 546/1293 [01:52<02:37,  4.75batch/s, Train loss=1.1426, Train accuracy=0.4404]
Training:  42% 547/1293 [01:52<02:35,  4.81batch/s, Train loss=1.1426, Train accuracy=0.4404]
Training:  42% 547/1293 [01:53<02:35,  4.81batch/s, Train loss=1.1427, Train accuracy=0.4404]
Training:  42% 548/1293 [01:53<02:34,  4.83batch/s, Train loss=1.1427, Train accuracy=0.4404]
Training:  42% 548/1293 [01:53<02:34,  4.83batch/s, Train loss=1.1427, Train accuracy=0.4404]
Training:  42% 549/1293 [01:53<02:32,  4.87batch/s, Train loss=1.1427, Train accuracy=0.4404]
Training:  42% 549/1293 [01:53<02:32,  4.87batch/s, Train loss=1.1426, Train accuracy=0.4405]
Training:  43% 550/1293 [01:53<02:32,  4.88batch/s, Train loss=1.1426, Train accuracy=0.4405]
Training:  43% 550/1293 [01:53<02:32,  4.88batch/s, Train loss=1.1427, Train accuracy=0.4405]
Training:  43% 551/1293 [01:53<02:31,  4.90batch/s, Train loss=1.1427, Train accuracy=0.4405]
Training:  43% 551/1293 [01:53<02:31,  4.90batch/s, Train loss=1.1424, Train accuracy=0.4406]
Training:  43% 552/1293 [01:53<02:32,  4.86batch/s, Train loss=1.1424, Train accuracy=0.4406]
Training:  43% 552/1293 [01:54<02:32,  4.86batch/s, Train loss=1.1425, Train accuracy=0.4406]
Training:  43% 553/1293 [01:54<02:31,  4.90batch/s, Train loss=1.1425, Train accuracy=0.4406]
Training:  43% 553/1293 [01:54<02:31,  4.90batch/s, Train loss=1.1424, Train accuracy=0.4407]
Training:  43% 554/1293 [01:54<02:33,  4.82batch/s, Train loss=1.1424, Train accuracy=0.4407]
Training:  43% 554/1293 [01:54<02:33,  4.82batch/s, Train loss=1.1425, Train accuracy=0.4407]
Training:  43% 555/1293 [01:54<02:31,  4.86batch/s, Train loss=1.1425, Train accuracy=0.4407]
Training:  43% 555/1293 [01:54<02:31,  4.86batch/s, Train loss=1.1424, Train accuracy=0.4407]
Training:  43% 556/1293 [01:54<02:31,  4.87batch/s, Train loss=1.1424, Train accuracy=0.4407]
Training:  43% 556/1293 [01:55<02:31,  4.87batch/s, Train loss=1.1424, Train accuracy=0.4406]
Training:  43% 557/1293 [01:55<02:30,  4.88batch/s, Train loss=1.1424, Train accuracy=0.4406]
Training:  43% 557/1293 [01:55<02:30,  4.88batch/s, Train loss=1.1424, Train accuracy=0.4406]
Training:  43% 558/1293 [01:55<02:29,  4.90batch/s, Train loss=1.1424, Train accuracy=0.4406]
Training:  43% 558/1293 [01:55<02:29,  4.90batch/s, Train loss=1.1423, Train accuracy=0.4407]
Training:  43% 559/1293 [01:55<02:29,  4.90batch/s, Train loss=1.1423, Train accuracy=0.4407]
Training:  43% 559/1293 [01:55<02:29,  4.90batch/s, Train loss=1.1422, Train accuracy=0.4406]
Training:  43% 560/1293 [01:55<02:28,  4.93batch/s, Train loss=1.1422, Train accuracy=0.4406]
Training:  43% 560/1293 [01:55<02:28,  4.93batch/s, Train loss=1.1423, Train accuracy=0.4407]
Training:  43% 561/1293 [01:55<02:28,  4.93batch/s, Train loss=1.1423, Train accuracy=0.4407]
Training:  43% 561/1293 [01:56<02:28,  4.93batch/s, Train loss=1.1420, Train accuracy=0.4407]
Training:  43% 562/1293 [01:56<02:30,  4.84batch/s, Train loss=1.1420, Train accuracy=0.4407]
Training:  43% 562/1293 [01:56<02:30,  4.84batch/s, Train loss=1.1419, Train accuracy=0.4407]
Training:  44% 563/1293 [01:56<02:29,  4.89batch/s, Train loss=1.1419, Train accuracy=0.4407]
Training:  44% 563/1293 [01:56<02:29,  4.89batch/s, Train loss=1.1419, Train accuracy=0.4408]
Training:  44% 564/1293 [01:56<02:28,  4.92batch/s, Train loss=1.1419, Train accuracy=0.4408]
Training:  44% 564/1293 [01:56<02:28,  4.92batch/s, Train loss=1.1418, Train accuracy=0.4408]
Training:  44% 565/1293 [01:56<02:27,  4.93batch/s, Train loss=1.1418, Train accuracy=0.4408]
Training:  44% 565/1293 [01:56<02:27,  4.93batch/s, Train loss=1.1418, Train accuracy=0.4409]
Training:  44% 566/1293 [01:56<02:26,  4.95batch/s, Train loss=1.1418, Train accuracy=0.4409]
Training:  44% 566/1293 [01:57<02:26,  4.95batch/s, Train loss=1.1419, Train accuracy=0.4408]
Training:  44% 567/1293 [01:57<02:28,  4.88batch/s, Train loss=1.1419, Train accuracy=0.4408]
Training:  44% 567/1293 [01:57<02:28,  4.88batch/s, Train loss=1.1420, Train accuracy=0.4407]
Training:  44% 568/1293 [01:57<02:27,  4.93batch/s, Train loss=1.1420, Train accuracy=0.4407]
Training:  44% 568/1293 [01:57<02:27,  4.93batch/s, Train loss=1.1418, Train accuracy=0.4407]
Training:  44% 569/1293 [01:57<02:26,  4.95batch/s, Train loss=1.1418, Train accuracy=0.4407]
Training:  44% 569/1293 [01:57<02:26,  4.95batch/s, Train loss=1.1417, Train accuracy=0.4408]
Training:  44% 570/1293 [01:57<02:25,  4.97batch/s, Train loss=1.1417, Train accuracy=0.4408]
Training:  44% 570/1293 [01:57<02:25,  4.97batch/s, Train loss=1.1416, Train accuracy=0.4409]
Training:  44% 571/1293 [01:57<02:25,  4.96batch/s, Train loss=1.1416, Train accuracy=0.4409]
Training:  44% 571/1293 [01:58<02:25,  4.96batch/s, Train loss=1.1416, Train accuracy=0.4408]
Training:  44% 572/1293 [01:58<02:25,  4.97batch/s, Train loss=1.1416, Train accuracy=0.4408]
Training:  44% 572/1293 [01:58<02:25,  4.97batch/s, Train loss=1.1415, Train accuracy=0.4409]
Training:  44% 573/1293 [01:58<02:25,  4.96batch/s, Train loss=1.1415, Train accuracy=0.4409]
Training:  44% 573/1293 [01:58<02:25,  4.96batch/s, Train loss=1.1414, Train accuracy=0.4409]
Training:  44% 574/1293 [01:58<02:25,  4.94batch/s, Train loss=1.1414, Train accuracy=0.4409]
Training:  44% 574/1293 [01:58<02:25,  4.94batch/s, Train loss=1.1414, Train accuracy=0.4410]
Training:  44% 575/1293 [01:58<02:25,  4.94batch/s, Train loss=1.1414, Train accuracy=0.4410]
Training:  44% 575/1293 [01:58<02:25,  4.94batch/s, Train loss=1.1413, Train accuracy=0.4410]
Training:  45% 576/1293 [01:58<02:24,  4.95batch/s, Train loss=1.1413, Train accuracy=0.4410]
Training:  45% 576/1293 [01:59<02:24,  4.95batch/s, Train loss=1.1413, Train accuracy=0.4409]
Training:  45% 577/1293 [01:59<02:24,  4.94batch/s, Train loss=1.1413, Train accuracy=0.4409]
Training:  45% 577/1293 [01:59<02:24,  4.94batch/s, Train loss=1.1412, Train accuracy=0.4409]
Training:  45% 578/1293 [01:59<02:24,  4.94batch/s, Train loss=1.1412, Train accuracy=0.4409]
Training:  45% 578/1293 [01:59<02:24,  4.94batch/s, Train loss=1.1414, Train accuracy=0.4409]
Training:  45% 579/1293 [01:59<02:24,  4.93batch/s, Train loss=1.1414, Train accuracy=0.4409]
Training:  45% 579/1293 [01:59<02:24,  4.93batch/s, Train loss=1.1412, Train accuracy=0.4411]
Training:  45% 580/1293 [01:59<02:24,  4.94batch/s, Train loss=1.1412, Train accuracy=0.4411]
Training:  45% 580/1293 [01:59<02:24,  4.94batch/s, Train loss=1.1409, Train accuracy=0.4413]
Training:  45% 581/1293 [01:59<02:24,  4.94batch/s, Train loss=1.1409, Train accuracy=0.4413]
Training:  45% 581/1293 [02:00<02:24,  4.94batch/s, Train loss=1.1411, Train accuracy=0.4412]
Training:  45% 582/1293 [02:00<02:23,  4.94batch/s, Train loss=1.1411, Train accuracy=0.4412]
Training:  45% 582/1293 [02:00<02:23,  4.94batch/s, Train loss=1.1413, Train accuracy=0.4412]
Training:  45% 583/1293 [02:00<02:23,  4.94batch/s, Train loss=1.1413, Train accuracy=0.4412]
Training:  45% 583/1293 [02:00<02:23,  4.94batch/s, Train loss=1.1411, Train accuracy=0.4412]
Training:  45% 584/1293 [02:00<02:23,  4.93batch/s, Train loss=1.1411, Train accuracy=0.4412]
Training:  45% 584/1293 [02:00<02:23,  4.93batch/s, Train loss=1.1411, Train accuracy=0.4411]
Training:  45% 585/1293 [02:00<02:23,  4.94batch/s, Train loss=1.1411, Train accuracy=0.4411]
Training:  45% 585/1293 [02:00<02:23,  4.94batch/s, Train loss=1.1412, Train accuracy=0.4410]
Training:  45% 586/1293 [02:00<02:22,  4.94batch/s, Train loss=1.1412, Train accuracy=0.4410]
Training:  45% 586/1293 [02:01<02:22,  4.94batch/s, Train loss=1.1411, Train accuracy=0.4411]
Training:  45% 587/1293 [02:01<02:22,  4.95batch/s, Train loss=1.1411, Train accuracy=0.4411]
Training:  45% 587/1293 [02:01<02:22,  4.95batch/s, Train loss=1.1409, Train accuracy=0.4411]
Training:  45% 588/1293 [02:01<02:22,  4.95batch/s, Train loss=1.1409, Train accuracy=0.4411]
Training:  45% 588/1293 [02:01<02:22,  4.95batch/s, Train loss=1.1409, Train accuracy=0.4411]
Training:  46% 589/1293 [02:01<02:22,  4.95batch/s, Train loss=1.1409, Train accuracy=0.4411]
Training:  46% 589/1293 [02:01<02:22,  4.95batch/s, Train loss=1.1411, Train accuracy=0.4412]
Training:  46% 590/1293 [02:01<02:22,  4.94batch/s, Train loss=1.1411, Train accuracy=0.4412]
Training:  46% 590/1293 [02:01<02:22,  4.94batch/s, Train loss=1.1409, Train accuracy=0.4413]
Training:  46% 591/1293 [02:01<02:21,  4.96batch/s, Train loss=1.1409, Train accuracy=0.4413]
Training:  46% 591/1293 [02:02<02:21,  4.96batch/s, Train loss=1.1407, Train accuracy=0.4414]
Training:  46% 592/1293 [02:02<02:21,  4.95batch/s, Train loss=1.1407, Train accuracy=0.4414]
Training:  46% 592/1293 [02:02<02:21,  4.95batch/s, Train loss=1.1406, Train accuracy=0.4414]
Training:  46% 593/1293 [02:02<02:21,  4.94batch/s, Train loss=1.1406, Train accuracy=0.4414]
Training:  46% 593/1293 [02:02<02:21,  4.94batch/s, Train loss=1.1405, Train accuracy=0.4415]
Training:  46% 594/1293 [02:02<02:21,  4.94batch/s, Train loss=1.1405, Train accuracy=0.4415]
Training:  46% 594/1293 [02:02<02:21,  4.94batch/s, Train loss=1.1405, Train accuracy=0.4416]
Training:  46% 595/1293 [02:02<02:25,  4.80batch/s, Train loss=1.1405, Train accuracy=0.4416]
Training:  46% 595/1293 [02:02<02:25,  4.80batch/s, Train loss=1.1405, Train accuracy=0.4414]
Training:  46% 596/1293 [02:02<02:25,  4.79batch/s, Train loss=1.1405, Train accuracy=0.4414]
Training:  46% 596/1293 [02:03<02:25,  4.79batch/s, Train loss=1.1403, Train accuracy=0.4416]
Training:  46% 597/1293 [02:03<02:25,  4.77batch/s, Train loss=1.1403, Train accuracy=0.4416]
Training:  46% 597/1293 [02:03<02:25,  4.77batch/s, Train loss=1.1403, Train accuracy=0.4418]
Training:  46% 598/1293 [02:03<02:28,  4.69batch/s, Train loss=1.1403, Train accuracy=0.4418]
Training:  46% 598/1293 [02:03<02:28,  4.69batch/s, Train loss=1.1403, Train accuracy=0.4418]
Training:  46% 599/1293 [02:03<02:26,  4.74batch/s, Train loss=1.1403, Train accuracy=0.4418]
Training:  46% 599/1293 [02:03<02:26,  4.74batch/s, Train loss=1.1402, Train accuracy=0.4419]
Training:  46% 600/1293 [02:03<02:29,  4.65batch/s, Train loss=1.1402, Train accuracy=0.4419]
Training:  46% 600/1293 [02:04<02:29,  4.65batch/s, Train loss=1.1400, Train accuracy=0.4419]
Training:  46% 601/1293 [02:04<02:28,  4.65batch/s, Train loss=1.1400, Train accuracy=0.4419]
Training:  46% 601/1293 [02:04<02:28,  4.65batch/s, Train loss=1.1401, Train accuracy=0.4420]
Training:  47% 602/1293 [02:04<02:28,  4.65batch/s, Train loss=1.1401, Train accuracy=0.4420]
Training:  47% 602/1293 [02:04<02:28,  4.65batch/s, Train loss=1.1399, Train accuracy=0.4421]
Training:  47% 603/1293 [02:04<02:31,  4.55batch/s, Train loss=1.1399, Train accuracy=0.4421]
Training:  47% 603/1293 [02:04<02:31,  4.55batch/s, Train loss=1.1398, Train accuracy=0.4421]
Training:  47% 604/1293 [02:04<02:29,  4.61batch/s, Train loss=1.1398, Train accuracy=0.4421]
Training:  47% 604/1293 [02:04<02:29,  4.61batch/s, Train loss=1.1397, Train accuracy=0.4421]
Training:  47% 605/1293 [02:04<02:27,  4.67batch/s, Train loss=1.1397, Train accuracy=0.4421]
Training:  47% 605/1293 [02:05<02:27,  4.67batch/s, Train loss=1.1395, Train accuracy=0.4422]
Training:  47% 606/1293 [02:05<02:26,  4.70batch/s, Train loss=1.1395, Train accuracy=0.4422]
Training:  47% 606/1293 [02:05<02:26,  4.70batch/s, Train loss=1.1394, Train accuracy=0.4424]
Training:  47% 607/1293 [02:05<02:26,  4.70batch/s, Train loss=1.1394, Train accuracy=0.4424]
Training:  47% 607/1293 [02:05<02:26,  4.70batch/s, Train loss=1.1391, Train accuracy=0.4426]
Training:  47% 608/1293 [02:05<02:30,  4.54batch/s, Train loss=1.1391, Train accuracy=0.4426]
